Role,Category,Default_Category,Outlet,Title,URL,Active,Sort_Order,Pub_Date
link,Left Thought,,CounterPunch,Elite Socialists Don't Get It,https://www.counterpunch.org/2026/08/31/elite-socialists-dont-get-it/,True,0.0,2026-09-05T15:00:00+00:00
link,Iran War,,Mother Jones,New Report: Hegseth's Own Military Brass Warns the Iran War Is Unsustainable,https://www.motherjones.com/politics/2026/08/new-report-hegseths-own-military-brass-warn-the-iran-war-is-unsustainable/,True,0.0,2026-09-05T15:00:00+00:00
link,"ICE Raids, Detention, Deportation",,The Intercept,Western North Carolina Pleaded for Hurricane Help. It Got ICE Instead.,https://theintercept.com/2026/08/29/hurricane-helene-ice-asheville-nc-g20-trump/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,CounterPunch,Executive Excess at Low-Wage Corporations,https://www.counterpunch.org/2026/09/02/executive-excess-at-low-wage-corporations/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,Jacobin,Spiking Bond Yields Pay the Rich and Squeeze Everyone Else,https://jacobin.com/2026/09/bond-markets-securities-interest-treasury-fed,True,7.0,2026-09-05T15:00:00+00:00
link,Left Thought,,Jacobin,A Strong Welfare State Changes the Meaning of Unemployment,https://jacobin.com/2026/09/norway-unemployment-nordic-welfare-regimes,True,0.0,2026-09-05T15:00:00+00:00
link,"ICE Raids, Detention, Deportation",,Mother Jones,Lawmakers Push DHS to Cancel Its Shock Gloves Contract,https://www.motherjones.com/politics/2026/09/lawmakers-push-ice-cancel-shock-gloves-contract-compliant-technologies-delia-ramirez/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,Politico,Trump's affordability crisis is about to hit a new level,https://www.politico.com/news/2026/09/02/bessent-g20-trump-economy-bond-selloff-01060964,True,6.0,2026-09-05T15:00:00+00:00
link,Nation,,Politico,Almost 90 percent of Americans say there is widespread corruption in government,https://www.politico.com/www.politico.com/news/2026/09/02/americans-government-corruption-poll,True,0.0,2026-09-05T15:00:00+00:00
link,Climate and the Environment,,Vox,The world is whiffing on its biggest climate goal,https://www.vox.com/today-explained-newsletter/501812/the-world-is-whiffing-on-its-biggest-climate-goal,True,0.0,2026-09-05T15:00:00+00:00
link,Iran War,,Vox,Can we afford Iran?,https://www.vox.com/today-explained-newsletter/501396/us-military-readiness-iran-war,True,0.0,2026-09-05T15:00:00+00:00
link,Gaza War,,CounterPunch,Crocodiles as Prison Guards: Israeli Moat Plan Dehumanizes Palestinian Prisoners,https://www.counterpunch.org/2026/09/03/crocodiles-as-prison-guards-israeli-moat-plan-dehumanizes-palestinian-prisoners/,True,0.0,2026-09-05T15:00:00+00:00
link,US Interference in Latin America,,CounterPunch,Venezuela Hands Over Much of its Oil Production and Reserves to the United States,https://www.counterpunch.org/2026/09/03/venezuela-hands-over-much-of-its-oil-production-and-reserves-to-the-united-states/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,CounterPunch,AI Bubble Monitor: Wall Street is Betting Trillions on Silicon Valley to Prevail Over Chinese AI,https://www.counterpunch.org/2026/09/03/ai-bubble-monitor-wall-street-is-betting-trillions-on-silicon-valley-to-prevail-over-chinese-ai/,True,5.0,2026-09-05T15:00:00+00:00
link,World,,CounterPunch,Brick by Brick: Dismantling the ICC and the Rule of Law,https://www.counterpunch.org/2026/09/03/brick-by-brick-dismantling-the-icc-and-the-rule-of-law/,True,0.0,2026-09-05T15:00:00+00:00
link,Nation,,Jacobin,"With Anti-DSA Bill, Congress Is Red-Baiting Like It's 1955",https://jacobin.com/2026/09/socialism-congress-resolution-democracy-authoritarianism,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,Jacobin,Decades of Growing Inequality Powered MAGA's Rise,https://jacobin.com/2026/09/us-economy-inequality-affordability-trump,True,0.0,2026-09-05T15:00:00+00:00
link,Left Thought,,Jacobin,In Defense of Victor Serge,https://jacobin.com/2026/09/serge-biography-anarchism-stalinism-socialism,True,0.0,2026-09-05T15:00:00+00:00
link,Climate and the Environment,,Mother Jones,"Global Heating Will Hit at Least 1.8 C, UN Warns, With ""No Good Outcomes""",https://www.motherjones.com/politics/2026/09/un-environment-program-report-global-heating-warming-1-8-c-un-outcomes-climate-crisis-fossil-fuels/,True,0.0,2026-09-05T15:00:00+00:00
link,World,,Politico,Nigel Farage's Reform show gets a reboot in Britain,https://www.politico.com/www.politico.eu/article/nigel-farage-reform-uk-conference-100-day-pledges/,True,0.0,2026-09-05T15:00:00+00:00
link,"ICE Raids, Detention, Deportation",,Politico,ICE agent indicted for lying about Minnesota shooting,https://www.politico.com/www.politico.com/news/2026/09/03/ice-agent-indicted-shooting,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,Slate,Why the Bond Market Is Freaking Everyone Out,https://slate.com/podcasts/political-gabfest/2026/09/politics-why-the-bond-market-is-scaring-everyone-right-now,True,0.0,2026-09-05T15:00:00+00:00
link,"ICE Raids, Detention, Deportation",,Slate,ICE Allegedly Shot Someone. Texas Let Him Go,https://slate.com/podcasts/what-next/2026/09/how-an-ice-officer-who-shot-a-man-in-minnesota-got-out-of-jail,True,0.0,2026-09-05T15:00:00+00:00
link,Nation,,The Intercept,Trump Admin Tells Court: Let OpenAI Rip Off The Intercept's Articles,https://theintercept.com/2026/09/02/trump-openai-copyright-lawsuit-news-articles/,True,0.0,2026-09-05T15:00:00+00:00
link,Left Thought,,Current Affairs,Eugene Debs Knew the Power Labor Holds,https://www.currentaffairs.org/news/eugene-debs-knew-the-power-labor-holds,True,0.0,2026-09-05T15:00:00+00:00
link,Gaza War,,CounterPunch,Why Opposing Genocide in Gaza Isn't Antisemitic,https://www.counterpunch.org/2026/09/04/why-opposing-genocide-in-gaza-isnt-antisemitic/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,CounterPunch,How Workers Struggle in America's Dead-End Economy,https://www.counterpunch.org/2026/09/04/how-workers-struggle-in-americas-dead-end-economy/,True,0.0,2026-09-05T15:00:00+00:00
link,"ICE Raids, Detention, Deportation",,Current Affairs,You Wanted a More Brutal World,https://www.currentaffairs.org/news/you-wanted-a-more-brutal-world?hsLang=en,True,0.0,2026-09-05T15:00:00+00:00
link,Nation,,Mother Jones,America's 911 System Is Facing Its Own Emergency,https://www.motherjones.com/politics/2026/09/911-emergency-dispatch-response-delay-oakland-st-louis-crisis-type/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,Politico,Surprisingly strong jobs report could set stage for Fed rate hike,https://www.politico.com/news/2026/09/04/jobs-report-fed-rate-hike-01064704,True,0.0,2026-09-05T15:00:00+00:00
link,Tyson Plant Lay-offs,,Real News Network,"Treated worse than cattle': 2,500 Tyson workers laid off, plant shutters overnight",https://therealnews.com/treated-worse-than-cattle-2500-tyson-workers-laid-off-plant-shutters-overnight,True,0.0,2026-09-05T15:00:00+00:00
link,Iran War,,Slate,The Wild Way Out of the Iran War That Still Manages to Be Better Than Any Alternative,https://slate.com/news-and-politics/2026/09/iran-war-donald-trump-victory-go-home.html,True,0.0,2026-09-05T15:00:00+00:00
link,Flock Cameras and Mass Surveillance,,The Intercept,Flock Donations to Local Politicians' Groups Skyrocket as Protests Against AI Cameras Mount,https://theintercept.com/2026/09/04/flock-camera-surveillance-protest-donations/,True,0.0,2026-09-05T15:00:00+00:00
link,"Labor, Jobs and the Economy",,The Lever,"Trump's About To Let Wall Street ""Pay To Play"" With Your Pension",https://levernews.com/trumps-about-to-let-wall-street-pay-to-play-with-your-pension/,True,1.0,2026-09-05T15:00:00+00:00
link,Unions,economy|labor|politics|technology,The Hill,The Faster Labor Contracts Act would give workers a fair shot at a better life,https://thehill.com/opinion/congress-blog/labor/6072523-senate-labor-contracts-act-vote/,True,,2026-09-06T15:00:00+00:00
link,Unions,labor|opinion|technology,Washington Post,Americans approve of unions. They just don’t want to join one.,https://www.washingtonpost.com/opinions/2026/09/06/unions-high-approval-rating-doesnt-mean-americans-want-join/,True,,2026-09-06T13:20:52+00:00
link,Unions,labor|technology,CounterPunch,Labor Day Lessons: Can CIO Best Practices Aid Union Organizing Today?,https://www.counterpunch.org/2026/09/04/labor-day-lessons-can-cio-best-practices-aid-union-organizing-today/,True,,2026-09-04T15:00:00+00:00
link,Gaza War,gaza,Real News Network,On the ground in Jenin with the West Bank’s resistance fighters,https://therealnews.com/on-the-ground-in-jenin-with-the-west-banks-resistance-fighters,True,,2026-09-06T23:48:33.837978+00:00
link,Gaza War,gaza|opinion,New York Times,It’s Not Just the West Bank Settlers. It’s Israel.,https://www.nytimes.com/2026/09/06/opinion/israel-west-bank-settlers-violence.html,True,,2026-09-06T06:22:36+00:00
link,Iran War,iran,The Lever,Trump’s Iran Oil Giveaway,https://levernews.com/trumps-iran-oil-giveaway/,True,,2026-09-06T23:48:33.837978+00:00
link,Iran War,iran,Current Affairs,The Voice of an Ordinary Iranian,https://www.currentaffairs.org/news/the-voice-of-an-ordinary-iranian?hsLang=en,True,1.0,2026-09-06T23:48:33.837978+00:00
link,Iran War,iran|technology,PBS NewsHour,Iran says it plans to announce a new 'exclusion zone' near the Strait of Hormuz,https://www.pbs.org/newshour/world/iran-claims-a-strike-on-a-u-s-ship-in-the-strait-of-hormuz-but-the-u-s-denies-it,True,,2026-09-06T17:48:51+00:00
link,"ICE Raids, Detention, Deportation",politics,The Hill,Trump administration expands mass deportations with noncriminals,https://thehill.com/homenews/administration/6072318-ice-arrests-surge-non-criminals/,True,,2026-09-06T21:00:00+00:00
link,Tyson Plant Lay-offs,labor|technology,Jacobin,"Tyson Shuttered a Plant and Laid Off 2,500 Workers Overnight",https://jacobin.com/2026/09/tyson-illinois-plant-closure-immigrant-workers,True,,9.06.2026 07:30:00AM
link,Midterm Elections 2026,elections|politics,The Lever,The Democratic Primary Operative With A Wall Street Side Gig,https://levernews.com/the-democratic-primary-operative-with-a-wall-street-side-gig/,True,,2026-09-06T23:48:33.837978+00:00
link,Trump Admin Election Interference,courts|elections|politics|technology,The Guardian US,Trump again asks supreme court to restrict mail-in voting as midterms loom,https://www.theguardian.com/us-news/2026/sep/06/trump-administration-supreme-court-mail-in-voting,True,,2026-09-06T16:23:02+00:00
link,Trump Admin Election Interference,courts|elections|politics|technology,PBS NewsHour,Trump administration makes another appeal to Supreme Court to allow mail ballot restrictions,https://www.pbs.org/newshour/politics/trump-administration-makes-another-appeal-to-supreme-court-to-allow-mail-ballot-restrictions,True,,2026-09-06T15:15:28+00:00
link,Gaza War,other,CounterPunch,The Israelization of International Relations: A View from a Small Country,https://www.counterpunch.org/2026/09/07/the-israelization-of-international-relations-a-view-from-a-small-country/,True,,2026-09-07T12:20:30.703981+00:00
link,Flock Cameras and Mass Surveillance,other,CounterPunch,Get the Flock Out of Here,https://www.counterpunch.org/2026/09/07/get-the-flock-out-of-here/,True,,2026-09-07T12:20:30.703981+00:00
link,Health and Medicine,other,The Lever,Profits Over Patients,https://levernews.com/profits-over-patients-the-corporatization-of-american-health-care-and-what-you-can-do-to-protect-yourself/,True,1.0,2026-09-07T12:20:30.703981+00:00
link,Climate and the Environment,other,CounterPunch,Oceans Turn Deadly Dangerous,https://www.counterpunch.org/2026/09/04/oceans-turn-deadly-dangerous/,True,,2026-09-07T12:20:30.703981+00:00
link,Health and Medicine,other,Current Affairs,A Society That Runs on Stimulants is Badly Broken,https://www.currentaffairs.org/news/a-society-that-runs-on-stimulants-is-badly-broken?hsLang=en,True,2.0,2026-09-07T12:20:30.703981+00:00
link,Health and Medicine,other,Current Affairs,It’s Time to Ban Prescription Drug Ads,https://www.currentaffairs.org/news/its-time-to-ban-prescription-drug-ads?hsLang=en,True,,2026-09-07T12:20:30.703981+00:00
link,Midterm Elections 2026,politics,jacobin,How the Left Can Win a Supermajority,https://jacobin.com/2026/09/jentleson-supermajority-democrats-working-class,True,,9.08.2026 10:56:42AM
link,Midterm Elections 2026,courts|politics,CBS News,Federal judge backs Missouri's new House map after Supreme Court rebuffs case,https://www.cbsnews.com/news/supreme-court-missouri-new-house-map-republicans/,True,,2026-09-08T23:59:08+00:00
link,Midterm Elections 2026,courts|elections|national_news|politics|technology,The Guardian US,US supreme court rejects Missouri Republicans’ appeal to use Trump-backed congressional map in midterms – live,https://www.theguardian.com/us-news/live/2026/sep/08/new-hampshire-rhode-island-vote-state-primaries-trump-canada-us-politics-latest-news-updates,True,,2026-09-08T23:50:06+00:00
link,"Labor, Jobs and the Economy",economy|politics,PBS NewsHour,"Canadian tariffs on U.S. goods take effect, marking turning point in relations",https://www.pbs.org/newshour/show/canadian-tariffs-on-u-s-goods-take-effect-marking-turning-point-in-relations,True,,2026-09-08T22:55:04+00:00
link,"Labor, Jobs and the Economy",economy,PBS NewsHour,How the U.S.-Canada trade dispute is impacting the economy on both sides of the border,https://www.pbs.org/newshour/show/how-the-u-s-canada-trade-dispute-is-impacting-the-economy-on-both-sides-of-the-border,True,,2026-09-08T22:50:20+00:00
link,Midterm Elections 2026,courts|elections|politics,The Hill,Kavanaugh won't revive Missouri's GOP-friendly congressional map for midterms,https://thehill.com/regulation/court-battles/6077470-supreme-court-missouri-congressional-map/,True,,2026-09-08T21:44:14+00:00
link,Flock Cameras and Mass Surveillance,politics,The Lever,Congress’ Midnight Warrantless Spying Vote And What It Means For Your Privacy,https://levernews.com/congress-midnight-warrantless-spying-vote-and-what-it-means-for-your-privacy/,True,,2026-09-11T13:58:40.867639+00:00
link,Left Thought,other,CounterPunch,Anti-Imperialism and the Left in 2026,https://www.counterpunch.org/2026/09/11/anti-imperialism-and-the-left-in-2026/,True,,2026-09-11T13:58:40.867639+00:00
link,Left Thought,other,CounterPunch,"Architects of the Ruin: 9/11, October 7, and the Eschatology of Empire",https://www.counterpunch.org/2026/09/11/architects-of-the-ruin-9-11-october-7-and-the-eschatology-of-empire/,True,,2026-09-11T13:58:40.867639+00:00
link,Left Thought,other,CounterPunch,25 Years of War Was the Wrong Response to 9/11,https://www.counterpunch.org/2026/09/11/25-years-of-war-was-the-wrong-response-to-9-11/,True,,2026-09-11T13:58:40.867639+00:00
link,Climate and the Environment,other,CounterPunch,Capitalism is Waging War on Palestine While Creating a Burning Planet: an Interview with Chris Kaspar de Ploeg,https://www.counterpunch.org/2026/09/11/capitalism-is-waging-war-on-palestine-while-creating-a-burning-planet-an-interview-with-chris-kaspar-de-ploeg/,True,,2026-09-11T13:58:40.867639+00:00
link,Climate and the Environment,environment|technology,ProPublica,"EPA to Loosen Methane Rules, Boosting Pollution From Oil and Gas Wells",https://www.propublica.org/article/methane-gas-epa-proposal-stripper-wells,True,,2026-09-11T09:00:00+00:00
hero_sub,PA measles deaths and health department deceptions,health,The Hill,Pennsylvania's growing measles outbreak,https://thehill.com/newsletters/healthcare/6089110-pennsylvanias-growing-measles-outbreak/,True,,2026-09-14T21:34:16+00:00
hero_sub,PA measles deaths and health department deceptions,health|politics|technology,The Guardian US,Trump administration changes how it counts measles deaths amid Pennsylvania outbreak,https://www.theguardian.com/society/2026/sep/14/trump-administration-cdc-measles-deaths-pennsylvania,True,,2026-09-14T20:35:25+00:00
hero_title,PA measles deaths and health department deceptions,health|technology,Gizmodo,Pennsylvania Officials Report Yet Another Death Linked to Measles as Outbreak Grows,https://gizmodo.com/pennsylvania-officials-report-yet-another-death-linked-to-measles-as-outbreak-grows-2000811278,True,,2026-09-14T16:15:10+00:00
hero_sub,PA measles deaths and health department deceptions,health|politics|technology,Washington Post,"Pennsylvania woman died from complications of probable measles case, coroner says",https://www.washingtonpost.com/health/2026/09/13/pennsylvania-woman-dies-measles-related-complications-local-coroner-says/,True,,2026-09-14T00:06:33+00:00
link,Unions,labor|technology,Jacobin,"How Amazon Busts Unions, in Its Own Words",https://jacobin.com/2026/09/amazon-bc-union-busting-labor,True,,9.14.2026 04:40:37PM
link,Midterm Elections 2026,elections|environment|labor|politics,Axios,Trump DHS whistleblower alleges workers lied to access state voter data,https://www.axios.com/2026/09/14/trump-dhs-voter-data-false-statements,True,,2026-09-14T21:23:21+00:00
link,Health and Medicine,economy|labor|politics,The Guardian US,House Democrats pitch bill to save people from having pay garnished for medical debt,https://www.theguardian.com/us-news/2026/sep/14/house-democrats-bill-wages-garnished-medical-debt,True,,2026-09-14T18:00:13+00:00
link,Unions,labor|politics,LA Times,Union power vs. MAGA politics in California's schools superintendent race,https://www.latimes.com/politics/story/2026-09-14/union-power-maga-politics-california-school-chief-race,True,,2026-09-14T10:00:00+00:00
link,World News,elections|politics,Jacobin,Sweden’s Far Right: Faltering but Not Defeated,https://jacobin.com/2026/09/sweden-democrats-elections-far-right,True,,9.14.2026 10:30:06AM
link,Midterm Elections 2026,elections|politics,Jacobin,Report: The Working-Class Vote Is Not Lost,https://jacobin.com/2026/09/data-elections-working-class-voters-politics,True,,9.14.2026 08:46:54AM
link,"Labor, Jobs and the Economy",technology,Current_Affairs,Dave Ramsey Says Capitalism’s Failings Are Actually Your Fault,https://www.currentaffairs.org/news/dave-ramsey-says-capitalisms-failings-are-actually-your-fault?hsLang=en,True,,2026-09-14T21:49:19.742560+00:00
link,"ICE Raids, Detention, Deportation",environment|politics|technology,RawStory,'Wildly illegal': Outrage after watchdog reveals Alligator Alcatraz 'torture' cages,https://www.rawstory.com/alligator-alcatraz-2677857601/,True,,2026-09-14T21:34:19+00:00
link,Climate and the Environment,environment|technology,The Verge,Trump throws out power plant climate pollution rules,https://www.theverge.com/news/995051/epa-power-plant-climate-pollution-rollback-ai-data-centers,True,,2026-09-14T20:45:00+00:00
link,Climate and the Environment,environment|politics,The Hill,Trump guts climate rules for coal and gas power plants,https://thehill.com/policy/energy-environment/6088870-trump-epa-climate-change-coal-gas-power-plants/,True,,2026-09-14T20:45:00+00:00
link,"ICE Raids, Detention, Deportation",environment|immigration|technology,Mother Jones,A New DHS Report Proves Alligator Alcatraz Detainees Were Right All Along,https://www.motherjones.com/politics/2026/09/a-new-dhs-report-proves-alligator-alcatraz-detainees-were-right-all-along/,True,,2026-09-14T19:39:18+00:00
link,Midterm Elections 2026,elections|environment|politics,New York Times,Why Is D.H.S. Getting Involved in Elections?,https://www.nytimes.com/video/us/politics/100000011133700/why-is-dhs-getting-involved-in-elections.html,True,,2026-09-14T19:10:49+00:00
